path,filename,label,label_id,split
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_99.jpg,Normal_99.jpg,Normal,0,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage1/Stage_1_ROP_10.jpg,Stage_1_ROP_10.jpg,Stage1,1,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage1/Stage_1_ROP_20.jpg,Stage_1_ROP_20.jpg,Stage1,1,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage1/Stage_1_ROP_28.jpg,Stage_1_ROP_28.jpg,Stage1,1,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage1/Stage_1_ROP_32.jpg,Stage_1_ROP_32.jpg,Stage1,1,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage1/Stage_1_ROP_49.jpg,Stage_1_ROP_49.jpg,Stage1,1,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage1/Stage_1_ROP_50.jpg,Stage_1_ROP_50.jpg,Stage1,1,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage1/Stage_1_ROP_6.jpg,Stage_1_ROP_6.jpg,Stage1,1,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage1/Stage_1_ROP_64.jpg,Stage_1_ROP_64.jpg,Stage1,1,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage1/Stage_1_ROP_77.jpg,Stage_1_ROP_77.jpg,Stage1,1,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_115.jpg,Stage_2_ROP_115.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_116.jpg,Stage_2_ROP_116.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_122.jpg,Stage_2_ROP_122.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_123.jpg,Stage_2_ROP_123.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_129.jpg,Stage_2_ROP_129.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_133.jpg,Stage_2_ROP_133.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_149.jpg,Stage_2_ROP_149.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_160.jpg,Stage_2_ROP_160.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_27.jpg,Stage_2_ROP_27.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_35.jpg,Stage_2_ROP_35.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_39.jpg,Stage_2_ROP_39.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_43.jpg,Stage_2_ROP_43.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_54.jpg,Stage_2_ROP_54.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_61.jpg,Stage_2_ROP_61.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_67.jpg,Stage_2_ROP_67.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_88.jpg,Stage_2_ROP_88.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage2/Stage_2_ROP_99.jpg,Stage_2_ROP_99.jpg,Stage2,2,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_109.jpg,Stage_3_ROP_109.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_11.jpg,Stage_3_ROP_11.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_13.jpg,Stage_3_ROP_13.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_130.jpg,Stage_3_ROP_130.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_137.jpg,Stage_3_ROP_137.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_151.jpg,Stage_3_ROP_151.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_172.jpg,Stage_3_ROP_172.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_180.jpg,Stage_3_ROP_180.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_185.jpg,Stage_3_ROP_185.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_186.jpg,Stage_3_ROP_186.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_190.jpg,Stage_3_ROP_190.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_194.jpg,Stage_3_ROP_194.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_200.jpg,Stage_3_ROP_200.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_201.jpg,Stage_3_ROP_201.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_202.jpg,Stage_3_ROP_202.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_207.jpg,Stage_3_ROP_207.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_220.jpg,Stage_3_ROP_220.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_223.jpg,Stage_3_ROP_223.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_238.jpg,Stage_3_ROP_238.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_240.jpg,Stage_3_ROP_240.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_245.jpg,Stage_3_ROP_245.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_252.jpg,Stage_3_ROP_252.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_33.jpg,Stage_3_ROP_33.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_43.jpg,Stage_3_ROP_43.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_51.jpg,Stage_3_ROP_51.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_62.jpg,Stage_3_ROP_62.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Stage3/Stage_3_ROP_90.jpg,Stage_3_ROP_90.jpg,Stage3,3,test
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_1.jpg,Normal_1.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_100.jpg,Normal_100.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_101.jpg,Normal_101.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_102.jpg,Normal_102.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_103.jpg,Normal_103.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_104.jpg,Normal_104.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_105.jpg,Normal_105.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_106.jpg,Normal_106.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_107.jpg,Normal_107.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_108.jpg,Normal_108.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_109.jpg,Normal_109.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_110.jpg,Normal_110.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_111.jpg,Normal_111.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_113.jpg,Normal_113.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_114.jpg,Normal_114.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_115.jpg,Normal_115.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_116.jpg,Normal_116.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_117.jpg,Normal_117.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_120.jpg,Normal_120.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_121.jpg,Normal_121.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_122.jpg,Normal_122.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_123.jpg,Normal_123.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_124.jpg,Normal_124.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_125.jpg,Normal_125.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_126.jpg,Normal_126.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_127.jpg,Normal_127.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_128.jpg,Normal_128.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_129.jpg,Normal_129.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_13.jpg,Normal_13.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_130.jpg,Normal_130.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_131.jpg,Normal_131.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_132.jpg,Normal_132.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_133.jpg,Normal_133.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_135.jpg,Normal_135.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_136.jpg,Normal_136.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_137.jpg,Normal_137.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_138.jpg,Normal_138.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_139.jpg,Normal_139.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_14.jpg,Normal_14.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_140.jpg,Normal_140.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_141.jpg,Normal_141.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_142.jpg,Normal_142.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_143.jpg,Normal_143.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_145.jpg,Normal_145.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_147.jpg,Normal_147.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_149.jpg,Normal_149.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_150.jpg,Normal_150.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_151.jpg,Normal_151.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_154.jpg,Normal_154.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_155.jpg,Normal_155.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_156.jpg,Normal_156.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_157.jpg,Normal_157.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_158.jpg,Normal_158.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_159.jpg,Normal_159.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_16.jpg,Normal_16.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_160.jpg,Normal_160.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_161.jpg,Normal_161.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_162.jpg,Normal_162.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_163.jpg,Normal_163.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_164.jpg,Normal_164.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_166.jpg,Normal_166.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_167.jpg,Normal_167.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_169.jpg,Normal_169.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_170.jpg,Normal_170.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_171.jpg,Normal_171.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_172.jpg,Normal_172.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_173.jpg,Normal_173.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_174.jpg,Normal_174.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_175.jpg,Normal_175.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_176.jpg,Normal_176.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_177.jpg,Normal_177.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_178.jpg,Normal_178.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_179.jpg,Normal_179.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_18.jpg,Normal_18.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_182.jpg,Normal_182.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_183.jpg,Normal_183.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_184.jpg,Normal_184.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_186.jpg,Normal_186.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_187.jpg,Normal_187.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_188.jpg,Normal_188.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_189.jpg,Normal_189.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_19.jpg,Normal_19.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_190.jpg,Normal_190.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_192.jpg,Normal_192.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_193.jpg,Normal_193.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_196.jpg,Normal_196.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_197.jpg,Normal_197.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_2.jpg,Normal_2.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_20.jpg,Normal_20.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_200.jpg,Normal_200.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_201.jpg,Normal_201.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_202.jpg,Normal_202.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_203.jpg,Normal_203.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_204.jpg,Normal_204.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_205.jpg,Normal_205.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_207.jpg,Normal_207.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_208.jpg,Normal_208.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_209.jpg,Normal_209.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_21.jpg,Normal_21.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_211.jpg,Normal_211.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_212.jpg,Normal_212.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_213.jpg,Normal_213.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_214.jpg,Normal_214.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_215.jpg,Normal_215.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_216.jpg,Normal_216.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_217.jpg,Normal_217.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_22.jpg,Normal_22.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_220.jpg,Normal_220.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_221.jpg,Normal_221.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_222.jpg,Normal_222.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_223.jpg,Normal_223.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_224.jpg,Normal_224.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_225.jpg,Normal_225.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_226.jpg,Normal_226.jpg,Normal,0,train
/home/hoohkun/Documents/Github Repo/rop-stage-classification/data/Zhao2024/Normal/Normal_227.jpg,Normal_227.jpg,Normal,0,train
